,fips,CTYNAME,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Nat_Amer_Male,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
954,47,Culpeper County,0.207,0.012,-0.11,0.637,-0.012,-0.207,-0.207,-0.207,-0.207,-0.207,2017
955,49,Cumberland County,0.173,0.016,0.012,0.109,-0.113,-0.173,-0.173,-0.173,-0.173,-0.173,2017
956,51,Dickenson County,0.299,0.111,-0.104,-0.299,-0.299,-0.299,-0.299,-0.299,-0.299,-0.299,2017
957,53,Dinwiddie County,0.084,0.046,-0.041,0.098,-0.084,-0.084,-0.084,-0.084,-0.084,-0.084,2017
958,57,Essex County,0.173,-0.072,-0.112,0.347,0.005,-0.173,-0.173,-0.173,-0.173,-0.173,2017
959,59,Fairfax County,0.01,0.007,-0.007,0.04,-0.003,-0.01,-0.008,-0.01,-0.004,-0.009,2017
960,61,Fauquier County,0.134,0.012,-0.072,0.875,-0.06,-0.134,-0.1,-0.134,-0.134,-0.134,2017
961,63,Floyd County,0.247,0.067,-0.06,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,2017
962,65,Fluvanna County,0.125,-0.015,-0.064,0.495,0.003,-0.125,-0.125,-0.125,-0.125,-0.125,2017
963,67,Franklin County,0.247,0.092,-0.114,0.42,-0.07,-0.247,-0.124,-0.247,0.623,-0.247,2017
964,69,Frederick County,0.185,0.058,-0.076,0.324,0.043,-0.185,-0.082,-0.185,-0.185,-0.185,2017
965,71,Giles County,0.406,0.058,-0.065,0.352,0.407,-0.406,0.298,-0.406,-0.406,-0.406,2017
966,73,Gloucester County,0.164,0.034,-0.055,0.438,-0.099,-0.164,-0.015,-0.164,-0.164,-0.164,2017
967,75,Goochland County,0.084,-0.017,-0.02,0.299,-0.084,-0.084,-0.084,-0.084,-0.084,-0.084,2017
968,77,Grayson County,0.287,0.016,-0.04,-0.001,1.418,-0.287,-0.287,-0.287,-0.287,-0.287,2017
969,79,Greene County,0.199,0.026,0.005,0.09,-0.199,-0.199,-0.199,-0.199,-0.199,-0.199,2017
970,81,Greensville County,0.32,-0.138,-0.025,0.175,-0.158,-0.32,-0.32,-0.32,-0.32,-0.32,2017
971,83,Halifax County,0.156,-0.049,-0.064,0.369,-0.126,-0.156,-0.156,-0.156,-0.156,-0.156,2017
972,85,Hanover County,0.122,0.036,-0.049,0.206,0.014,-0.122,-0.122,-0.122,0.006,-0.122,2017
973,87,Henrico County,0.152,0.018,-0.065,0.323,-0.081,0.021,-0.152,-0.141,-0.138,-0.152,2017
974,89,Henry County,0.201,0.069,-0.115,0.292,-0.119,-0.201,0.003,-0.201,-0.201,-0.201,2017
975,91,Highland County,0.135,-0.042,0.048,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,2017
976,93,Isle of Wight County,,,,,,,,,,,2017
977,95,James City County,,,,,,,,,,,2017
978,97,King and Queen County,,,,,,,,,,,2017
979,99,King George County,0.186,-0.013,-0.087,0.696,-0.092,-0.186,-0.186,-0.186,-0.186,-0.186,2017
980,101,King William County,0.168,0.063,-0.123,0.573,-0.1,-0.168,-0.168,-0.168,-0.168,-0.168,2017
981,103,Lancaster County,0.392,-0.25,-0.316,1.445,-0.143,-0.392,-0.392,-0.392,-0.392,-0.392,2017
982,105,Lee County,0.238,0.087,-0.06,-0.238,-0.238,-0.238,-0.238,-0.238,-0.238,-0.238,2017
983,107,Loudoun County,0.028,0.018,-0.013,0.126,-0.009,-0.028,-0.028,-0.028,-0.02,-0.028,2017
984,109,Louisa County,0.178,-0.003,-0.02,0.357,-0.144,-0.178,-0.178,-0.178,-0.178,-0.178,2017
985,111,Lunenburg County,0.089,-0.039,-0.062,0.171,-0.089,-0.089,0.465,-0.089,-0.089,-0.089,2017
986,113,Madison County,0.197,0.036,-0.046,0.282,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,2017
987,115,Mathews County,0.184,0.058,-0.006,-0.184,-0.184,-0.184,-0.184,-0.184,-0.184,-0.184,2017
988,117,Mecklenburg County,0.195,-0.046,-0.083,0.452,-0.159,-0.195,-0.195,-0.195,-0.195,-0.195,2017
989,119,Middlesex County,0.169,0.075,-0.101,0.268,-0.169,-0.169,-0.169,-0.169,-0.169,-0.169,2017
990,121,Montgomery County,0.226,0.066,-0.067,0.354,0.039,-0.226,-0.226,-0.226,-0.031,-0.226,2017
991,125,Nelson County,0.243,0.083,-0.088,0.378,-0.135,-0.243,-0.243,-0.243,-0.243,-0.243,2017
992,127,New Kent County,0.162,0.005,-0.014,0.286,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,2017
993,131,Northampton County,0.185,0.035,-0.131,0.416,-0.141,-0.185,-0.185,-0.185,-0.185,-0.185,2017
994,133,Northumberland County,0.383,-0.0,-0.07,0.372,-0.133,-0.383,-0.383,-0.383,-0.383,-0.383,2017
995,135,Nottoway County,0.181,0.099,-0.11,0.105,-0.104,-0.181,-0.181,-0.181,-0.181,-0.181,2017
996,137,Orange County,0.206,0.052,-0.101,0.461,0.004,-0.206,-0.206,-0.206,-0.206,-0.206,2017
997,139,Page County,0.29,0.04,-0.048,0.076,0.158,-0.29,-0.29,-0.29,-0.29,-0.29,2017
998,141,Patrick County,0.344,-0.034,-0.018,1.013,0.088,-0.344,-0.344,-0.344,-0.344,-0.344,2017
999,143,Pittsylvania County,0.091,-0.026,-0.049,0.332,-0.032,-0.091,-0.091,-0.091,-0.091,-0.091,2017
1000,145,Powhatan County,0.129,0.043,-0.064,0.274,-0.129,-0.129,-0.129,-0.129,-0.129,-0.129,2017
1001,147,Prince Edward County,0.172,0.02,-0.101,0.269,-0.069,-0.172,-0.172,-0.172,-0.172,-0.172,2017
1002,149,Prince George County,0.1,0.015,-0.036,0.137,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,2017
1003,153,Prince William County,0.075,0.019,-0.038,0.184,-0.038,-0.075,-0.073,-0.075,-0.07,-0.066,2017
1004,155,Pulaski County,0.304,0.077,-0.121,0.946,0.079,-0.304,-0.304,-0.304,-0.304,-0.304,2017
1005,157,Rappahannock County,0.108,-0.078,0.065,0.505,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,2017
1006,159,Richmond County,0.337,-0.016,-0.162,0.42,-0.227,-0.337,-0.094,-0.337,-0.337,-0.337,2017
1007,161,Roanoke County,0.118,0.037,-0.03,0.237,-0.083,-0.118,-0.118,-0.118,-0.118,-0.118,2017
1008,163,Rockbridge County,0.176,0.033,-0.046,0.086,-0.176,-0.176,-0.176,-0.176,-0.176,-0.176,2017
1009,165,Rockingham County,0.136,0.036,-0.043,0.619,-0.136,-0.136,-0.136,-0.136,-0.136,-0.136,2017
1010,167,Russell County,0.303,0.061,-0.051,0.272,-0.303,-0.303,-0.303,-0.303,-0.303,-0.303,2017
1011,169,Scott County,0.247,0.042,-0.031,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,-0.247,2017
1012,171,Shenandoah County,0.266,0.006,-0.069,1.01,-0.266,-0.266,0.203,-0.199,-0.266,-0.266,2017
1013,173,Smyth County,0.563,0.149,-0.137,0.507,-0.249,-0.563,-0.563,-0.563,-0.563,-0.563,2017
1014,175,Southampton County,0.05,0.019,-0.031,0.073,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,2017
1015,177,Spotsylvania County,0.189,0.023,-0.053,0.343,-0.047,-0.189,-0.189,-0.173,-0.189,-0.189,2017
1016,179,Stafford County,0.183,0.062,-0.06,0.248,-0.125,-0.183,-0.162,-0.183,-0.183,-0.183,2017
1017,181,Surry County,0.108,0.115,-0.05,0.044,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,2017
1018,183,Sussex County,0.114,0.079,-0.114,0.059,-0.073,-0.114,-0.114,-0.114,-0.114,-0.114,2017
1019,185,Tazewell County,0.489,0.146,-0.154,0.538,0.516,-0.489,-0.489,-0.489,-0.489,-0.489,2017
1020,187,Warren County,0.388,0.021,-0.081,1.348,0.042,-0.388,-0.388,-0.388,-0.388,-0.388,2017
1021,191,Washington County,0.277,0.057,-0.06,0.549,0.029,-0.277,-0.277,-0.277,-0.277,-0.277,2017
1022,193,Westmoreland County,0.276,-0.042,-0.165,0.853,-0.153,-0.276,-0.276,-0.276,-0.276,-0.276,2017
1023,195,Wise County,0.358,0.147,-0.122,-0.206,-0.017,-0.358,-0.358,-0.358,-0.358,-0.358,2017
1024,197,Wythe County,0.413,0.112,-0.127,1.215,0.075,-0.413,-0.413,-0.413,-0.413,-0.413,2017
1025,199,York County,0.054,0.031,-0.031,0.059,-0.033,0.498,-0.054,-0.054,0.005,-0.054,2017
1026,510,Alexandria city,0.013,-0.003,-0.009,0.043,-0.008,-0.013,-0.013,-0.013,0.009,-0.013,2017
1027,520,Bristol city,,,,,,,,,,,2017
1028,530,Buena Vista city,0.447,0.15,-0.196,1.21,-0.447,-0.447,-0.447,-0.447,-0.447,-0.447,2017
1029,540,Charlottesville city,0.2,-0.016,-0.141,0.939,-0.054,-0.2,-0.2,-0.2,-0.2,-0.2,2017
1030,550,Chesapeake city,0.177,0.007,-0.091,0.347,-0.079,-0.177,-0.164,-0.177,-0.122,-0.133,2017
1031,570,Colonial Heights city,0.35,0.037,-0.124,0.669,0.188,-0.35,-0.35,-0.35,-0.35,-0.35,2017
1032,580,Covington city,1.363,0.199,-0.007,0.446,-0.818,-1.363,-1.363,-1.363,-1.363,-1.363,2017
1033,590,Danville city,0.353,-0.104,-0.252,0.731,-0.258,-0.353,-0.353,-0.353,-0.353,-0.353,2017
1034,595,Emporia city,,,,,,,,,,,2017
1035,600,Fairfax city,0.03,0.031,-0.018,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,2017
1036,610,Falls Church city,0.042,0.028,-0.042,0.579,-0.042,-0.042,-0.042,-0.042,-0.042,-0.042,2017
1037,620,Franklin city,0.417,-0.014,-0.295,0.75,-0.38,-0.417,-0.417,-0.417,2.524,-0.417,2017
1038,630,Fredericksburg city,0.27,-0.024,-0.096,0.512,0.029,-0.27,-0.27,-0.27,-0.27,-0.079,2017
1039,640,Galax city,1.095,0.572,-0.425,0.607,-0.643,-1.095,-0.884,-1.095,-1.095,-1.095,2017
1040,650,Hampton city,0.155,-0.015,-0.073,0.215,-0.079,-0.155,-0.155,-0.155,-0.155,-0.155,2017
1041,660,Harrisonburg city,0.192,0.059,-0.124,0.648,0.164,-0.192,-0.173,-0.192,-0.192,-0.192,2017
1042,670,Hopewell city,0.462,0.034,-0.182,0.799,-0.386,-0.462,-0.353,-0.462,-0.462,-0.462,2017
1043,678,Lexington city,0.419,0.136,-0.228,-0.14,-0.069,-0.419,-0.419,-0.419,-0.419,-0.419,2017
1044,680,Lynchburg city,0.235,-0.012,-0.128,0.594,-0.13,-0.235,-0.235,-0.235,-0.235,-0.235,2017
1045,683,Manassas city,0.236,0.013,-0.169,1.146,-0.143,-0.236,-0.198,-0.236,-0.153,-0.236,2017
1046,685,Manassas Park city,,,,,,,,,,,2017
1047,690,Martinsville city,0.811,0.054,-0.308,1.248,-0.689,-0.811,-0.544,-0.811,-0.811,-0.811,2017
1048,700,Newport News city,0.139,-0.029,-0.077,0.278,-0.078,-0.139,-0.139,-0.139,-0.139,-0.139,2017
1049,710,Norfolk city,0.234,-0.096,-0.149,0.505,-0.121,-0.234,-0.216,-0.234,-0.169,-0.234,2017
1050,720,Norton city,0.638,0.042,-0.008,0.324,-0.638,-0.638,-0.638,-0.638,-0.638,-0.638,2017
1051,730,Petersburg city,0.633,0.22,-0.079,0.64,-0.49,-0.633,-0.633,-0.633,-0.633,-0.633,2017
1052,735,Poquoson city,0.125,-0.0,0.015,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,2017
1053,740,Portsmouth city,0.377,-0.069,-0.208,0.565,-0.23,0.018,-0.377,-0.377,-0.377,-0.377,2017
1054,750,Radford city,,,,,,,,,,,2017
1055,760,Richmond city,0.362,-0.214,-0.28,0.828,-0.204,-0.362,-0.314,-0.362,-0.281,-0.362,2017
1056,770,Roanoke city,0.294,0.034,-0.09,0.561,-0.262,-0.294,-0.264,-0.258,-0.294,-0.294,2017
1057,775,Salem city,,,,,,,,,,,2017
1058,790,Staunton city,0.51,0.276,-0.329,1.398,-0.374,-0.51,-0.006,-0.51,-0.51,-0.51,2017
1059,800,Suffolk city,0.14,0.046,-0.085,0.215,-0.11,-0.14,-0.14,-0.14,-0.14,-0.14,2017
1060,810,Virginia Beach city,0.112,0.035,-0.055,0.263,-0.061,-0.112,-0.107,-0.112,-0.085,-0.095,2017
1061,820,Waynesboro city,0.454,0.085,-0.156,0.869,-0.12,-0.454,-0.348,-0.341,-0.454,-0.454,2017
1062,830,Williamsburg city,,,,,,,,,,,2017
1063,840,Winchester city,0.401,0.065,-0.154,0.899,-0.275,-0.401,-0.136,-0.401,-0.122,-0.401,2017
1064,1,Accomack County,0.141,-0.04,-0.106,0.512,-0.12,-0.141,-0.141,-0.141,-0.141,-0.141,2018
1065,3,Albemarle County,0.069,-0.001,-0.047,0.491,0.021,-0.069,0.026,-0.069,-0.069,-0.069,2018
1066,5,Alleghany County,0.26,0.065,-0.078,0.81,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,2018
1067,7,Amelia County,0.176,0.064,-0.076,0.305,-0.176,-0.176,-0.176,-0.176,-0.176,-0.176,2018
1068,9,Amherst County,0.309,0.123,-0.119,0.387,-0.243,-0.309,-0.309,-0.309,-0.309,-0.309,2018
1069,11,Appomattox County,0.359,0.036,-0.123,0.773,-0.232,-0.359,-0.359,-0.359,-0.359,-0.359,2018
1070,13,Arlington County,0.029,0.006,-0.016,0.132,0.023,-0.029,-0.029,-0.029,-0.012,-0.029,2018
1071,15,Augusta County,0.209,0.068,-0.07,0.046,0.073,-0.209,-0.044,-0.209,-0.209,-0.209,2018
1072,17,Bath County,0.447,0.107,-0.193,2.095,-0.447,-0.447,-0.447,-0.447,-0.447,-0.447,2018
1073,19,Bedford County,0.141,0.034,-0.049,0.361,-0.035,-0.141,-0.141,-0.141,-0.141,-0.141,2018
1074,21,Bland County,0.159,-0.034,0.059,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,-0.159,2018
1075,23,Botetourt County,0.156,0.075,-0.074,0.019,0.042,-0.156,-0.156,-0.156,-0.156,-0.156,2018
1076,25,Brunswick County,0.122,0.02,-0.092,0.119,-0.072,-0.122,-0.122,-0.122,-0.122,-0.122,2018
1077,27,Buchanan County,0.543,0.208,-0.155,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,2018
1078,29,Buckingham County,0.217,0.078,-0.058,0.108,-0.175,-0.217,-0.217,-0.217,-0.217,-0.217,2018
1079,31,Campbell County,0.127,0.042,-0.071,0.328,-0.102,-0.127,-0.127,-0.127,-0.127,-0.127,2018
1080,33,Caroline County,0.189,0.055,-0.055,0.215,-0.142,-0.189,-0.189,-0.189,-0.189,-0.189,2018
1081,35,Carroll County,0.262,0.058,-0.071,0.564,-0.262,-0.262,-0.107,-0.262,-0.262,-0.262,2018
1082,36,Charles City County,,,,,,,,,,,2018
1083,37,Charlotte County,0.293,0.115,-0.172,0.454,-0.293,-0.293,-0.293,-0.293,-0.293,-0.293,2018
1084,41,Chesterfield County,0.164,0.007,-0.055,0.328,-0.087,-0.164,-0.146,-0.164,-0.082,-0.164,2018
1085,43,Clarke County,0.214,0.045,-0.062,0.701,0.065,-0.214,-0.214,-0.214,-0.214,-0.214,2018
1086,45,Craig County,0.274,0.088,-0.116,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,16.393,2018
1087,47,Culpeper County,0.286,0.079,-0.123,0.403,-0.064,-0.286,-0.253,-0.286,-0.061,-0.051,2018
1088,49,Cumberland County,0.162,0.026,-0.071,0.333,-0.162,-0.162,-0.162,-0.162,-0.162,-0.162,2018
1089,51,Dickenson County,0.358,0.126,-0.117,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,-0.358,2018
1090,53,Dinwiddie County,0.094,0.025,-0.007,0.088,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,2018
1091,57,Essex County,0.275,-0.106,-0.182,0.617,-0.051,-0.275,-0.275,-0.275,-0.275,-0.275,2018
1092,59,Fairfax County,0.009,0.005,-0.003,0.033,-0.009,-0.009,-0.009,-0.009,-0.005,-0.008,2018
1093,61,Fauquier County,0.088,0.036,-0.04,0.167,-0.052,-0.088,-0.088,-0.055,-0.088,-0.088,2018
1094,63,Floyd County,0.291,0.025,0.002,-0.291,-0.291,-0.291,-0.291,-0.291,-0.291,-0.291,2018
1095,65,Fluvanna County,0.097,-0.008,-0.08,0.618,-0.014,-0.097,-0.097,-0.097,-0.097,-0.097,2018
1096,67,Franklin County,0.263,0.089,-0.099,0.453,-0.172,-0.263,-0.144,-0.263,-0.263,-0.263,2018
1097,69,Frederick County,0.197,0.062,-0.083,0.426,-0.087,-0.197,-0.054,-0.197,-0.044,-0.197,2018
1098,71,Giles County,0.321,0.118,-0.114,0.448,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,2018
1099,73,Gloucester County,0.145,0.016,-0.031,0.384,-0.08,-0.145,-0.145,-0.145,-0.145,-0.145,2018
1100,75,Goochland County,0.146,-0.047,-0.083,0.702,0.018,-0.146,-0.146,-0.146,-0.146,-0.146,2018
1101,77,Grayson County,0.237,0.109,-0.141,0.486,-0.237,-0.237,-0.237,-0.237,-0.237,-0.237,2018
1102,79,Greene County,0.198,0.039,-0.097,0.916,-0.048,-0.198,-0.198,-0.198,-0.198,-0.198,2018
1103,81,Greensville County,0.21,-0.062,-0.09,0.11,-0.047,-0.21,-0.21,-0.21,-0.21,-0.21,2018
1104,83,Halifax County,0.237,0.029,-0.107,0.348,-0.177,-0.237,-0.237,-0.237,-0.237,-0.237,2018
1105,85,Hanover County,0.151,0.028,-0.042,0.363,-0.093,-0.151,-0.151,-0.151,-0.151,-0.151,2018
1106,87,Henrico County,0.167,0.026,-0.074,0.344,-0.075,-0.167,-0.167,-0.167,-0.167,-0.167,2018
1107,89,Henry County,0.219,0.092,-0.041,0.092,-0.203,-0.219,-0.152,-0.219,-0.219,-0.219,2018
1108,91,Highland County,0.091,0.002,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,2018
1109,93,Isle of Wight County,,,,,,,,,,,2018
1110,95,James City County,,,,,,,,,,,2018
1111,97,King and Queen County,,,,,,,,,,,2018
1112,99,King George County,0.233,-0.072,-0.047,0.748,-0.047,-0.233,-0.233,-0.233,-0.233,-0.233,2018
1113,101,King William County,0.171,0.101,-0.082,0.242,-0.171,-0.171,-0.171,-0.171,-0.171,-0.171,2018
1114,103,Lancaster County,0.271,-0.127,-0.142,0.769,-0.21,-0.271,-0.271,-0.271,-0.271,-0.271,2018
1115,105,Lee County,0.372,0.116,-0.075,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,-0.372,2018
1116,107,Loudoun County,0.034,0.022,-0.016,0.126,-0.022,-0.034,-0.027,-0.034,-0.024,-0.034,2018
1117,109,Louisa County,0.261,0.011,-0.06,0.514,-0.194,-0.261,-0.099,-0.261,-0.261,-0.261,2018
1118,111,Lunenburg County,0.131,-0.03,-0.104,0.301,-0.077,-0.131,-0.131,-0.131,-0.131,-0.131,2018
1119,113,Madison County,0.219,0.123,-0.119,0.416,-0.219,-0.219,-0.219,-0.219,-0.219,-0.219,2018
1120,115,Mathews County,0.091,0.015,-0.041,0.474,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,2018
1121,117,Mecklenburg County,0.199,-0.028,-0.086,0.39,-0.144,-0.199,-0.199,-0.199,-0.199,-0.199,2018
1122,119,Middlesex County,0.205,0.084,-0.092,0.341,-0.205,-0.205,-0.205,-0.205,-0.205,-0.205,2018
1123,121,Montgomery County,0.225,0.059,-0.064,0.666,-0.118,0.396,-0.225,-0.225,-0.085,-0.225,2018
1124,125,Nelson County,0.404,0.245,-0.188,0.362,-0.404,-0.404,-0.404,-0.404,-0.404,-0.404,2018
1125,127,New Kent County,0.13,0.045,-0.085,0.41,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,2018
1126,131,Northampton County,0.162,-0.024,-0.135,0.464,-0.118,-0.162,0.001,-0.162,-0.162,-0.162,2018
1127,133,Northumberland County,0.37,0.014,-0.189,0.762,-0.118,-0.37,-0.37,-0.37,-0.37,-0.37,2018
1128,135,Nottoway County,0.182,0.034,-0.088,0.163,-0.105,-0.182,-0.182,-0.182,-0.182,-0.182,2018
1129,137,Orange County,0.221,0.079,-0.123,0.566,-0.099,-0.221,-0.221,-0.221,-0.221,-0.221,2018
1130,139,Page County,0.492,0.127,-0.14,0.912,0.43,-0.492,-0.492,-0.492,1.549,-0.492,2018
1131,141,Patrick County,0.323,0.099,-0.142,1.28,-0.323,-0.323,-0.323,-0.323,-0.323,-0.323,2018
1132,143,Pittsylvania County,0.095,-0.008,-0.052,0.329,-0.08,-0.095,-0.095,-0.095,-0.095,-0.095,2018
1133,145,Powhatan County,0.171,0.028,-0.036,0.177,-0.171,-0.171,-0.171,-0.171,-0.171,-0.171,2018
1134,147,Prince Edward County,0.275,-0.017,-0.233,0.585,-0.121,-0.275,-0.275,-0.275,-0.275,-0.275,2018
1135,149,Prince George County,0.113,0.027,-0.021,0.086,-0.094,-0.113,-0.113,-0.113,-0.113,-0.113,2018
1136,153,Prince William County,0.086,0.024,-0.051,0.219,-0.036,-0.086,-0.081,-0.086,-0.081,-0.082,2018
1137,155,Pulaski County,0.314,0.12,-0.162,0.631,0.197,-0.314,0.29,-0.314,-0.314,-0.314,2018
1138,157,Rappahannock County,0.068,-0.008,-0.01,0.542,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,2018
1139,159,Richmond County,0.268,-0.013,-0.093,0.297,-0.156,-0.268,-0.268,-0.268,-0.268,-0.268,2018
1140,161,Roanoke County,0.164,0.046,-0.057,0.421,-0.028,-0.164,-0.164,-0.164,-0.031,-0.164,2018
1141,163,Rockbridge County,0.171,0.009,-0.032,0.337,0.115,-0.171,-0.171,-0.171,-0.171,-0.171,2018
1142,165,Rockingham County,0.162,0.075,-0.062,0.017,-0.045,-0.162,-0.162,-0.162,-0.162,-0.162,2018
1143,167,Russell County,0.299,0.078,-0.068,-0.299,-0.299,-0.299,0.199,-0.299,-0.299,-0.299,2018
1144,169,Scott County,0.318,0.134,-0.119,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,-0.318,2018
1145,171,Shenandoah County,0.288,0.048,-0.087,1.361,-0.106,-0.288,-0.173,-0.288,-0.288,-0.288,2018
1146,173,Smyth County,0.657,0.239,-0.207,-0.152,-0.346,-0.657,-0.335,-0.657,-0.657,-0.657,2018
1147,175,Southampton County,0.09,-0.055,-0.033,0.191,-0.022,-0.09,-0.09,-0.09,-0.09,-0.09,2018
1148,177,Spotsylvania County,0.181,0.04,-0.074,0.379,-0.095,-0.181,-0.181,-0.181,-0.118,-0.181,2018
1149,179,Stafford County,0.198,0.061,-0.058,0.289,-0.157,-0.198,-0.198,-0.198,-0.198,-0.165,2018
1150,181,Surry County,0.155,0.065,-0.155,0.238,-0.086,-0.155,-0.155,-0.155,-0.155,-0.155,2018
1151,183,Sussex County,0.133,-0.094,-0.084,0.169,-0.092,-0.133,-0.133,-0.133,-0.133,-0.133,2018
1152,185,Tazewell County,0.453,0.089,-0.102,0.995,-0.453,-0.453,-0.453,-0.453,-0.453,-0.453,2018
1153,187,Warren County,0.29,0.07,-0.103,0.784,0.028,-0.29,-0.29,-0.29,-0.29,-0.29,2018
1154,191,Washington County,0.327,0.078,-0.068,-0.327,0.302,-0.327,-0.127,-0.327,-0.327,-0.327,2018
1155,193,Westmoreland County,0.32,-0.053,-0.066,0.396,-0.073,-0.32,0.092,-0.32,-0.32,-0.32,2018
1156,195,Wise County,0.499,0.192,-0.151,-0.233,-0.141,-0.499,-0.499,-0.499,-0.499,-0.499,2018
1157,197,Wythe County,0.481,0.137,-0.165,1.652,0.262,-0.481,-0.481,-0.481,-0.481,-0.481,2018
1158,199,York County,0.059,0.039,-0.044,0.098,-0.018,-0.059,-0.059,-0.059,-0.0,-0.059,2018
1159,510,Alexandria city,0.015,0.006,-0.015,0.036,-0.004,-0.015,-0.015,-0.015,-0.015,-0.015,2018
1160,520,Bristol city,,,,,,,,,,,2018
1161,530,Buena Vista city,0.554,0.078,-0.079,0.954,0.095,-0.554,-0.554,-0.554,-0.554,-0.554,2018
1162,540,Charlottesville city,0.202,-0.044,-0.132,1.005,-0.096,-0.202,-0.063,-0.122,-0.202,-0.202,2018
1163,550,Chesapeake city,0.177,-0.003,-0.081,0.378,-0.095,-0.177,-0.177,-0.164,-0.177,-0.177,2018
1164,570,Colonial Heights city,0.383,0.076,-0.187,0.983,0.065,-0.383,-0.383,-0.383,-0.383,-0.383,2018
1165,580,Covington city,1.631,0.585,-0.65,2.157,-0.791,-1.631,-1.631,-1.631,-1.631,-1.631,2018
1166,590,Danville city,0.433,-0.03,-0.3,0.703,-0.251,-0.433,-0.336,-0.311,-0.433,-0.433,2018
1167,595,Emporia city,,,,,,,,,,,2018
1168,600,Fairfax city,0.017,0.007,-0.017,-0.017,0.117,-0.017,-0.017,-0.017,-0.017,-0.017,2018
1169,610,Falls Church city,0.007,0.01,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,2018
1170,620,Franklin city,0.235,-0.098,-0.113,0.444,-0.197,-0.235,-0.235,-0.235,-0.235,-0.235,2018
1171,630,Fredericksburg city,0.333,-0.003,-0.125,0.817,-0.178,-0.333,-0.333,-0.333,-0.05,-0.333,2018
1172,640,Galax city,1.276,0.386,-0.295,0.502,-0.811,-1.276,-1.276,-1.276,-1.276,-1.276,2018
1173,650,Hampton city,0.174,0.01,-0.062,0.223,-0.109,-0.174,-0.174,-0.174,-0.174,-0.174,2018
1174,660,Harrisonburg city,0.279,0.098,-0.15,0.905,-0.19,-0.279,-0.279,-0.279,-0.279,-0.279,2018
1175,670,Hopewell city,0.405,0.009,-0.17,0.685,-0.33,-0.405,-0.405,-0.405,-0.405,-0.405,2018
1176,678,Lexington city,0.507,0.066,-0.102,0.598,-0.507,-0.507,-0.507,-0.507,-0.507,-0.507,2018
1177,680,Lynchburg city,0.26,0.024,-0.137,0.608,-0.171,-0.26,-0.26,-0.26,-0.26,-0.26,2018
1178,683,Manassas city,0.188,0.003,-0.108,0.821,-0.06,-0.188,-0.188,-0.188,-0.105,-0.188,2018
1179,685,Manassas Park city,,,,,,,,,,,2018
1180,690,Martinsville city,0.744,0.003,-0.105,0.846,-0.558,-0.744,-0.744,-0.744,-0.744,-0.744,2018
1181,700,Newport News city,0.177,-0.04,-0.094,0.309,-0.064,-0.177,-0.165,-0.177,-0.138,-0.177,2018
1182,710,Norfolk city,0.234,-0.089,-0.151,0.48,-0.107,-0.234,-0.225,-0.234,-0.169,-0.191,2018
1183,720,Norton city,0.68,0.296,-0.11,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,2018
1184,730,Petersburg city,0.718,0.094,-0.056,0.75,-0.552,-0.718,-0.718,-0.718,-0.718,-0.718,2018
1185,735,Poquoson city,0.058,0.012,-0.023,1.147,-0.058,-0.058,-0.058,-0.058,-0.058,-0.058,2018
1186,740,Portsmouth city,0.407,-0.056,-0.259,0.585,-0.22,-0.407,-0.407,-0.407,-0.264,-0.407,2018
1187,750,Radford city,,,,,,,,,,,2018
1188,760,Richmond city,0.358,-0.228,-0.28,0.836,-0.18,-0.358,-0.335,-0.358,-0.194,-0.358,2018
1189,770,Roanoke city,0.334,0.101,-0.101,0.415,-0.23,-0.334,-0.277,-0.334,-0.334,-0.334,2018
